FMISID;LPNN;OBSDATE_UTC;OBSTIME_UTC;DATA_TIME;TS (degC);TS #2/1 -.05m (degC);TS #3/1 -.1m (degC);TS #4/1 -.2m (degC);TS #5/1 -.3m (degC);TS #6/1 -.5m (degC);TS #10/1 -2m (degC);TS #7/1 -.7m (degC);TS #8/1 -1m (degC);TS #9/1 -1.5m (degC);OZONE #37 (DU);OZONE #214 (DU);TA (degC);TG #14/1 (degC);TD (degC);RH (%);PA #2/1 (hPa);PA0_14;PRI avg 10M #4/1 (mm/h);PRA max 10M #4/1 (mm);PRIO avg 10M #7/1 (mm/h);VIS #7/1 (m);WAWA #7/1;WAWA_TXT #7/1_14;SND #5/1 (cm);WS #3/1 22.9m (m/s);WSD avg 10M #3/1 22.9m (m/s);WSP avg 10M #3/1 10m (m/s);WD #3/1 22.9m (deg);WDD avg 10M #3/1 22.9m (deg);WG #3/1 22.9m (m/s);WGD max 10M #3/1 22.9m (m/s);CLHB #6/1 (m);CLHB1_1_14;CLHB2_1_14;CLHB3_1_14;CLHB4_1_14;CLHB5_1_14;CLA acc #6/1 (1/8);CLA1_1_14;CLA2_1_14;CLA3_1_14;CLA4_1_14;CLA5_1_14;CLCBST instant 10M;CBST instant 10M;TCUST instant 10M;GSST instant 10M;GRST instant 10M
101932;7501;30.04.2026;10:50;2026-04-30 10:50:00;;;;;;;;;;;;;7.4;5.5;1.9;68;1016.2;994.2;0;0;0;20000;0;EiMerkS‰‰;35;1.8;1.8;2.1;272;272;3.2;3.2;1080;1080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:00;2026-04-30 11:00:00;;;;;;;;;;;;;7.4;5.8;1.8;68;1016.4;994.3;0;0;0;20000;0;EiMerkS‰‰;35;2.4;2.4;2.8;280;280;4.2;4.2;1080;1080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:10;2026-04-30 11:10:00;;;;;;;;;;;;425.5;7.6;5.8;1.9;67;1016.3;994.3;0;0;0;20000;0;EiMerkS‰‰;35;2.3;2.3;2.7;274;274;4.5;4.5;1090;1090;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:20;2026-04-30 11:20:00;;;;;;;;;;;;;7.9;6.3;2;66;1016.4;994.4;0;0;0;20000;0;EiMerkS‰‰;34;1.6;1.6;1.9;283;283;3.3;3.3;1080;1080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:30;2026-04-30 11:30:00;;;;;;;;;;;;;7.7;6.6;1.7;65;1016.5;994.5;0;0;0;20000;0;EiMerkS‰‰;34;2;2;2.5;296;296;3.8;3.8;1080;1080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:40;2026-04-30 11:40:00;;;;;;;;;;;390.6;;7.9;6.3;1.6;64;1016.5;994.5;0;0;0;20000;0;EiMerkS‰‰;34;1.1;1.1;1.4;311;311;2.7;2.7;1080;1080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;11:50;2026-04-30 11:50:00;;;;;;;;;;;;;8.3;6.8;1.8;64;1016.6;994.7;0;0;0;20000;0;EiMerkS‰‰;34;1.4;1.4;1.8;285;285;2.4;2.4;1090;1090;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:00;2026-04-30 12:00:00;;;;;;;;;;;;;8.6;8;1.8;62;1016.6;994.6;0;0;0;20000;0;EiMerkS‰‰;34;1.8;1.8;2.1;283;283;3.5;3.5;1130;1130;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:10;2026-04-30 12:10:00;;;;;;;;;;;;;8.7;7.9;1.7;61;1016.6;994.6;0;0;0;20000;0;EiMerkS‰‰;34;2.2;2.2;2.6;279;279;3.8;3.8;1280;1280;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:20;2026-04-30 12:20:00;;;;;;;;;;;;;8.9;7.9;1.8;61;1016.4;994.4;0;0;0;20000;0;EiMerkS‰‰;34;1.2;1.2;1.5;296;296;3.1;3.1;1210;1210;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:30;2026-04-30 12:30:00;;;;;;;;;;;;;9.3;8.3;1.8;60;1016.3;994.4;0;0;0;20000;0;EiMerkS‰‰;34;1.5;1.5;1.8;270;270;2.9;2.9;1210;1210;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:40;2026-04-30 12:40:00;;;;;;;;;;;;;9.6;9.4;1.8;58;1016.2;994.3;0;0;0;20000;0;EiMerkS‰‰;34;1.5;1.5;1.9;295;295;2.8;2.8;1240;1240;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;12:50;2026-04-30 12:50:00;;;;;;;;;;;;;9.1;11.6;1.5;59;1016.1;994.3;0;0;0;20000;0;EiMerkS‰‰;34;1.3;1.3;1.6;330;330;2.4;2.4;1340;1340;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:00;2026-04-30 13:00:00;;;;;;;;;;;;;9.3;9.3;1.4;58;1016.1;994.2;0;0;0;20000;0;EiMerkS‰‰;34;1;1;1.3;355;355;2.3;2.3;1360;1360;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:10;2026-04-30 13:10:00;;;;;;;;;;;;;9.9;9.2;1.7;57;1016.1;994.2;0;0;0;20000;0;EiMerkS‰‰;34;1;1;1.2;273;273;2.3;2.3;1420;1420;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:20;2026-04-30 13:20:00;;;;;;;;;;;;;10.1;10.7;1.7;56;1016.1;994.3;0;0;0;20000;0;EiMerkS‰‰;34;.6;.6;.7;331;331;1.8;1.8;1460;1460;3760;;;;7;5;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:30;2026-04-30 13:30:00;;;;;;;;;;;;;10.3;9.1;1.7;56;1016;994.2;0;0;0;20000;0;EiMerkS‰‰;34;1.7;1.7;2.1;317;317;4.4;4.4;1460;1460;3770;;;;7;5;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:40;2026-04-30 13:40:00;;;;;;;;;;;;;10.2;8.5;1.9;56;1016;994.2;0;0;0;20000;0;EiMerkS‰‰;34;2.2;2.2;2.6;280;280;4;4;1470;1470;3790;;;;7;5;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;13:50;2026-04-30 13:50:00;;;;;;;;;;;;;10.2;9.1;1.7;55;1015.8;994;0;0;0;20000;0;EiMerkS‰‰;34;1.9;1.9;2.4;300;300;3.5;3.5;1490;1490;3730;;;;8;3;8;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;14:00;2026-04-30 14:00:00;;;;;;;;;;;;;10.7;11.1;1.7;54;1015.8;994;0;0;0;20000;0;EiMerkS‰‰;34;1.6;1.6;2;313;313;2.7;2.7;1480;1480;3620;;;;7;1;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;14:10;2026-04-30 14:10:00;;;;;;;;;;;;386.2;10.3;11.9;1.3;54;1015.7;993.9;0;0;0;20000;0;EiMerkS‰‰;34;1.8;1.8;2.2;322;322;3.1;3.1;1330;1330;3580;;;;6;1;6;0;0;0;0;2;0;2;0
101932;7501;30.04.2026;14:20;2026-04-30 14:20:00;;;;;;;;;;;;;10.5;9.7;1.5;54;1015.7;993.9;0;0;0;20000;0;EiMerkS‰‰;34;.8;.8;1;295;295;2.3;2.3;1280;1280;3580;;;;7;4;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;14:30;2026-04-30 14:30:00;;;;;;;;;;;;;10.4;8.1;1.5;54;1015.7;994;0;0;0;20000;0;EiMerkS‰‰;34;1.3;1.3;1.5;265;265;3.2;3.2;1280;1280;3550;;;;7;6;7;0;0;0;0;0;0;0;0
101932;7501;30.04.2026;14:40;2026-04-30 14:40:00;;;;;;;;;;;377.5;;10.5;8.6;1.4;54;1015.8;994;0;0;0;20000;0;EiMerkS‰‰;34;1.6;1.6;2;306;306;2.8;2.8;1270;1270;;;;;7;7;0;0;0;0;0;2;0;2;0
101932;7501;30.04.2026;14:50;2026-04-30 14:50:00;;;;;;;;;;;;;10.4;8.5;1.7;55;1015.8;994;0;0;0;20000;0;EiMerkS‰‰;34;1.5;1.5;1.8;261;261;3.1;3.1;1270;1270;2780;;;;7;6;7;0;0;0;0;0;0;0;0
