FMISID;LPNN;OBSDATE_UTC;OBSTIME_UTC;DATA_TIME;TS (degC);TS #2/1 -.05m (degC);TS #3/1 -.1m (degC);TS #4/1 -.2m (degC);TS #5/1 -.3m (degC);TS #6/1 -.5m (degC);TS #10/1 -2m (degC);TS #7/1 -.7m (degC);TS #8/1 -1m (degC);TS #9/1 -1.5m (degC);OZONE #37 (DU);OZONE #214 (DU);TA (degC);TG #14/1 (degC);TD (degC);RH (%);PA #2/1 (hPa);PA0_14;PRI avg 10M #4/1 (mm/h);PRA max 10M #4/1 (mm);PRIO avg 10M #7/1 (mm/h);VIS #7/1 (m);WAWA #7/1;WAWA_TXT #7/1_14;SND #5/1 (cm);WS #3/1 22.9m (m/s);WSD avg 10M #3/1 22.9m (m/s);WSP avg 10M #3/1 10m (m/s);WD #3/1 22.9m (deg);WDD avg 10M #3/1 22.9m (deg);WG #3/1 22.9m (m/s);WGD max 10M #3/1 22.9m (m/s);CLHB #6/1 (m);CLHB1_1_14;CLHB2_1_14;CLHB3_1_14;CLHB4_1_14;CLHB5_1_14;CLA acc #6/1 (1/8);CLA1_1_14;CLA2_1_14;CLA3_1_14;CLA4_1_14;CLA5_1_14;CLCBST instant 10M;CBST instant 10M;TCUST instant 10M;GSST instant 10M;GRST instant 10M
101932;7501;28.03.2026;00:00;2026-03-28 00:00:00;;;;;;;;;;;;;-6.1;-9.6;-6.9;94;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.5;1.5;1.8;146;146;2;2;3910;3910;;;;;1;1;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;00:10;2026-03-28 00:10:00;;;;;;;;;;;;;-6.3;-9.5;-7;95;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.7;1.7;2;150;150;2.2;2.2;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;00:20;2026-03-28 00:20:00;;;;;;;;;;;;;-6.4;-9.7;-7.2;94;1010.6;987.5;0;0;0;20000;0;EiMerkS‰‰;66;1.6;1.6;1.9;143;143;2.2;2.2;;;;;;;0;0;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;00:30;2026-03-28 00:30:00;;;;;;;;;;;;;-6.5;-9.5;-7.3;94;1010.6;987.5;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;141;141;2.4;2.4;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;00:40;2026-03-28 00:40:00;;;;;;;;;;;;;-6.7;-10;-7.4;94;1010.5;987.5;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.4;147;147;2.8;2.8;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;00:50;2026-03-28 00:50:00;;;;;;;;;;;;;-6.4;-9.7;-7.1;95;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;155;155;2.8;2.8;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:00;2026-03-28 01:00:00;;;;;;;;;;;;;-6.2;-9.9;-7;94;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.4;154;154;3;3;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:10;2026-03-28 01:10:00;;;;;;;;;;;;;-6;-9.7;-6.6;96;1010.3;987.3;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;154;154;2.8;2.8;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:20;2026-03-28 01:20:00;;;;;;;;;;;;;-6;-9.7;-6.6;95;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;161;161;2.7;2.7;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:30;2026-03-28 01:30:00;;;;;;;;;;;;;-5.9;-9.4;-6.6;95;1010.4;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;160;160;2.6;2.6;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:40;2026-03-28 01:40:00;;;;;;;;;;;;;-5.8;-9.2;-6.6;94;1010.5;987.5;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;160;160;2.8;2.8;;;;;;;0;0;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;01:50;2026-03-28 01:50:00;;;;;;;;;;;;;-5.7;-8.7;-6.6;93;1010.5;987.5;0;0;0;20000;0;EiMerkS‰‰;66;2.2;2.2;2.5;159;159;3.6;3.6;6110;6110;;;;;1;1;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:00;2026-03-28 02:00:00;;;;;;;;;;;;;-5.7;-8.4;-6.4;95;1010.5;987.5;0;0;0;20000;0;EiMerkS‰‰;66;2.4;2.4;2.8;165;165;3.8;3.8;5900;5900;;;;;4;4;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:10;2026-03-28 02:10:00;;;;;;;;;;;;;-5.6;-8.2;-6.3;95;1010.5;987.5;0;0;0;20000;0;EiMerkS‰‰;66;2.2;2.2;2.6;166;166;3.7;3.7;5340;5340;;;;;6;6;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:20;2026-03-28 02:20:00;;;;;;;;;;;;;-5.6;-7.8;-6.2;95;1010.3;987.4;0;0;0;20000;0;EiMerkS‰‰;66;2.3;2.3;2.7;161;161;3.6;3.6;5290;5290;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:30;2026-03-28 02:30:00;;;;;;;;;;;;;-5.6;-7.9;-6.4;94;1010.2;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.2;2.2;2.5;157;157;3.3;3.3;4600;4600;5290;;;;7;2;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:40;2026-03-28 02:40:00;;;;;;;;;;;;;-5.5;-7.5;-6.2;95;1010.2;987.2;0;0;0;20000;0;EiMerkS‰‰;66;2.4;2.4;2.8;161;161;3.5;3.5;4590;4590;5290;;;;7;4;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;02:50;2026-03-28 02:50:00;;;;;;;;;;;;;-5.5;-7.2;-6.3;94;1010.2;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.3;2.3;2.7;164;164;4.2;4.2;4240;4240;5380;;;;5;5;5;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;03:00;2026-03-28 03:00:00;;;;;;;;;;;;;-5.5;-6.8;-6.3;94;1010.3;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.1;2.1;2.4;157;157;3.1;3.1;4000;4000;;;;;7;7;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;03:10;2026-03-28 03:10:00;;;;;;;;;;;;;-5.5;-6.6;-6.3;94;1010.3;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.3;157;157;3.1;3.1;3910;3910;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;03:20;2026-03-28 03:20:00;;;;;;;;;;;;;-5.4;-6.8;-6.2;94;1010.2;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.1;2.1;2.4;160;160;3.2;3.2;3730;3730;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;03:30;2026-03-28 03:30:00;;;;;;;;;;;;;-5.4;-6.9;-6.2;94;1010.3;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.1;2.1;2.5;166;166;3.2;3.2;3730;3730;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;03:40;2026-03-28 03:40:00;;;;;;;;;;;;;-5.4;-6.8;-6.2;94;1010.3;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;172;172;3.2;3.2;3660;3660;4610;;;;7;6;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;03:50;2026-03-28 03:50:00;;;;;;;;;;;;;-5.3;-6.6;-6.1;94;1010.4;987.5;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;173;173;3.2;3.2;3560;3560;4550;;;;7;3;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:00;2026-03-28 04:00:00;;;;;;;;;;;;;-5.1;-6.1;-5.9;94;1010.5;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.2;168;168;3.5;3.5;3270;3270;4090;;;;7;1;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:10;2026-03-28 04:10:00;;;;;;;;;;;;;-4.8;-5.6;-5.6;94;1010.6;987.7;0;0;0;20000;0;EiMerkS‰‰;66;2.6;2.6;3.1;170;170;4.3;4.3;3650;3650;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:20;2026-03-28 04:20:00;;;;;;;;;;;;;-4.7;-5.3;-5.5;94;1010.5;987.7;0;0;0;20000;0;EiMerkS‰‰;66;2.2;2.2;2.6;171;171;4.2;4.2;3160;3160;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:30;2026-03-28 04:30:00;;;;;;;;;;;;;-4.7;-5.3;-5.5;94;1010.5;987.6;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.3;164;164;3.7;3.7;130;130;3110;;;;8;2;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:40;2026-03-28 04:40:00;;;;;;;;;;;;;-4.7;-5;-5.5;94;1010.5;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.6;1.6;1.8;159;159;3.4;3.4;120;120;3060;;;;8;5;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;04:50;2026-03-28 04:50:00;;;;;;;;;;;;;-4.6;-4.7;-5.4;94;1010.6;987.7;0;0;0;20000;0;EiMerkS‰‰;66;1.7;1.7;2;161;161;2.9;2.9;120;120;3010;;;;8;7;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;05:00;2026-03-28 05:00:00;;;;;;;;;;;;;-4.5;-4.4;-5.3;94;1010.7;987.8;0;0;0;19828;0;EiMerkS‰‰;66;1.5;1.5;1.7;163;163;2.8;2.8;110;110;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;05:10;2026-03-28 05:10:00;;;;;;;;;;;;;-4.4;-4.2;-5.1;95;1010.6;987.7;0;0;0;19528;0;EiMerkS‰‰;66;1.4;1.4;1.7;147;147;2.6;2.6;100;100;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;05:20;2026-03-28 05:20:00;;;;;;;;;;;;;-4.2;-4;-4.8;96;1010.6;987.8;0;0;0;19197;0;EiMerkS‰‰;66;1.7;1.7;2;146;146;2.8;2.8;100;100;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;05:30;2026-03-28 05:30:00;;;;;;;;;;;;;-4.2;-4;-4.8;96;1010.6;987.8;0;0;0;20000;0;EiMerkS‰‰;66;1.6;1.6;1.9;150;150;3.4;3.4;100;100;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;05:40;2026-03-28 05:40:00;;;;;;;;;;;;;-3.9;-3.8;-4.6;95;1010.6;987.8;0;0;0;20000;0;EiMerkS‰‰;66;1.6;1.6;1.9;146;146;3.6;3.6;100;100;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;05:50;2026-03-28 05:50:00;;;;;;;;;;;;;-3.6;-3.5;-4.3;95;1010.5;987.7;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;133;133;2.7;2.7;110;110;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:00;2026-03-28 06:00:00;;;;;;;;;;;;;-3.4;-3.3;-4.1;95;1010.3;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;142;142;3.6;3.6;110;110;1850;;;;8;6;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:10;2026-03-28 06:10:00;;;;;;;;;;;;;-3.2;-3.1;-3.9;95;1010.3;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.3;132;132;3.5;3.5;100;100;1960;;;;7;4;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:20;2026-03-28 06:20:00;;;;;;;;;;;;;-2.9;-2.9;-3.6;95;1010.4;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.3;147;147;3.5;3.5;100;100;2060;;;;7;2;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:30;2026-03-28 06:30:00;;;;;;;;;;;;;-2.8;-2.6;-3.5;95;1010.4;987.7;0;0;0;20000;0;EiMerkS‰‰;66;2.5;2.5;2.9;141;141;4.4;4.4;100;100;2020;;;;7;1;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:40;2026-03-28 06:40:00;;;;;;;;;;;;;-2.6;-2.3;-3.3;95;1010.4;987.7;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;153;153;3.8;3.8;110;110;1810;;;;8;1;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;06:50;2026-03-28 06:50:00;;;;;;;;;;;;;-2.4;-1.9;-3.1;94;1010.3;987.7;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;147;147;3.5;3.5;120;120;1800;;;;8;1;8;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;07:00;2026-03-28 07:00:00;;;;;;;;;;;;;-2.2;-1.9;-3;94;1010.2;987.6;0;0;0;20000;0;EiMerkS‰‰;66;1.1;1.1;1.3;154;154;2.7;2.7;120;120;1820;;;;8;1;8;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;07:10;2026-03-28 07:10:00;;;;;;;;;;;;;-1.9;-1.6;-2.8;94;1010.2;987.5;0;0;0;20000;0;EiMerkS‰‰;66;1.7;1.7;2;145;145;3.8;3.8;2500;2500;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;07:20;2026-03-28 07:20:00;;;;;;;;;;;;;-1.6;-1.2;-2.5;94;1010;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.8;1.8;2.1;126;126;3.3;3.3;2850;2850;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;07:30;2026-03-28 07:30:00;;;;;;;;;;;;;-1.2;-.8;-2.2;94;1010;987.4;0;0;0;20000;0;EiMerkS‰‰;66;1.9;1.9;2.3;134;134;4.1;4.1;2800;2800;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;07:40;2026-03-28 07:40:00;;;;;;;;;;;;;-1;-.8;-2.1;92;1009.8;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.4;142;142;3.8;3.8;2800;2800;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;07:50;2026-03-28 07:50:00;;;;;;;;;;;;;-.6;-.5;-1.8;91;1009.8;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.4;2.4;2.9;134;134;3.8;3.8;2790;2790;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;08:00;2026-03-28 08:00:00;;;;;;;;;;;;;-.3;-.2;-1.7;90;1009.8;987.3;0;0;0;20000;0;EiMerkS‰‰;66;1.4;1.4;1.7;142;142;3.4;3.4;2670;2670;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;08:10;2026-03-28 08:10:00;;;;;;;;;;;;;-.1;-.1;-1.8;88;1009.8;987.3;0;0;0;20000;0;EiMerkS‰‰;66;2.5;2.5;2.9;139;139;4.3;4.3;2420;2420;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;08:20;2026-03-28 08:20:00;;;;;;;;;;;;;.1;0;-2;86;1009.7;987.2;0;0;0;20000;0;EiMerkS‰‰;66;2.4;2.4;2.8;140;140;4;4;2330;2330;;;;;8;8;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;08:30;2026-03-28 08:30:00;;;;;;;;;;;;;.3;.2;-2;85;1009.6;987.2;0;0;0;20000;0;EiMerkS‰‰;66;2.9;2.9;3.4;135;135;5.4;5.4;2280;2280;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;08:40;2026-03-28 08:40:00;;;;;;;;;;;;;.5;.9;-2;84;1009.5;987.1;0;0;0;20000;0;EiMerkS‰‰;66;2.7;2.7;3.2;133;133;5.6;5.6;2230;2230;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;08:50;2026-03-28 08:50:00;;;;;;;;;;;;;.7;1.3;-2;82;1009.5;987.1;0;0;0;20000;0;EiMerkS‰‰;66;3;3;3.5;137;137;6;6;2140;2140;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;09:00;2026-03-28 09:00:00;;;;;;;;;;;;;.7;1.1;-2.3;80;1009.4;987;0;0;0;20000;0;EiMerkS‰‰;66;3.1;3.1;3.7;137;137;5.4;5.4;2090;2090;;;;;8;8;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;09:10;2026-03-28 09:10:00;;;;;;;;;;;;;.9;1.2;-2.2;80;1009.2;986.8;0;0;0;20000;0;EiMerkS‰‰;66;2.4;2.4;2.8;138;138;5.9;5.9;2080;2080;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;09:20;2026-03-28 09:20:00;;;;;;;;;;;;;1.1;1.5;-2.4;78;1009;986.6;0;0;0;20000;0;EiMerkS‰‰;66;2.5;2.5;3;129;129;4.5;4.5;1980;1980;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;09:30;2026-03-28 09:30:00;;;;;;;;;;;;;1.3;1.7;-2.4;76;1008.9;986.5;0;0;0;20000;0;EiMerkS‰‰;66;2.6;2.6;3;123;123;4.5;4.5;2000;2000;;;;;8;8;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;09:40;2026-03-28 09:40:00;;;;;;;;;;;;;1.4;2.1;-2.4;76;1008.7;986.3;0;0;0;20000;0;EiMerkS‰‰;66;3.5;3.5;4.1;122;122;7;7;2000;2000;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;09:50;2026-03-28 09:50:00;;;;;;;;;;;;;2;4;-2.3;73;1008.4;986.1;0;0;0;20000;0;EiMerkS‰‰;66;2;2;2.4;127;127;5.9;5.9;2270;2270;;;;;7;7;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;10:00;2026-03-28 10:00:00;;;;;;;;;;;;354.5;2;3.7;-2.9;70;1008.4;986.1;0;0;0;20000;0;EiMerkS‰‰;66;3;3;3.6;127;127;5.3;5.3;2310;2310;3120;;;;6;3;6;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;10:10;2026-03-28 10:10:00;;;;;;;;;;;;;2.3;4.5;-2.9;68;1008.2;986;0;0;0;20000;0;EiMerkS‰‰;66;3.1;3.1;3.7;135;135;6.7;6.7;2390;2390;3090;;;;6;1;6;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;10:20;2026-03-28 10:20:00;;;;;;;;;;;;;2;3;-3.1;69;1008.2;985.9;0;0;0;20000;0;EiMerkS‰‰;66;3.2;3.2;3.8;145;145;6.6;6.6;2280;2280;3100;;;;7;1;7;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;10:30;2026-03-28 10:30:00;;;;;;;;;;;;;1.8;2.6;-3.2;69;1008.1;985.8;0;0;0;20000;0;EiMerkS‰‰;66;3.3;3.3;3.9;141;141;7.5;7.5;2100;2100;3100;;;;7;4;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;10:40;2026-03-28 10:40:00;;;;;;;;;;;;;2.2;3.2;-3.1;68;1007.9;985.7;0;0;0;20000;0;EiMerkS‰‰;66;3.1;3.1;3.7;134;134;5.5;5.5;1970;1970;3110;;;;7;6;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;10:50;2026-03-28 10:50:00;;;;;;;;;;;;;2.4;3.2;-3.4;66;1007.9;985.6;0;0;0;20000;0;EiMerkS‰‰;66;4.2;4.2;5;134;134;7.3;7.3;1820;1820;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;11:00;2026-03-28 11:00:00;;;;;;;;;;;;;2.5;3.1;-3.3;66;1007.8;985.5;0;0;0;20000;0;EiMerkS‰‰;66;3.1;3.1;3.7;142;142;6.6;6.6;1810;1810;3370;;;;7;7;7;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;11:10;2026-03-28 11:10:00;;;;;;;;;;;;;2.8;3.7;-3.3;65;1007.7;985.5;0;0;0;20000;0;EiMerkS‰‰;66;3.9;3.9;4.6;145;145;7.6;7.6;1830;1830;;;;;7;7;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;11:20;2026-03-28 11:20:00;;;;;;;;;;;;;3;3.4;-3.4;63;1007.5;985.3;0;0;0;20000;0;EiMerkS‰‰;66;4;4;4.7;138;138;8;8;2090;2090;;;;;5;5;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;11:30;2026-03-28 11:30:00;;;;;;;;;;;;;3;3.2;-3.4;63;1007.5;985.3;0;0;0;20000;0;EiMerkS‰‰;66;3.9;3.9;4.6;134;134;7.1;7.1;2130;2130;;;;;3;3;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;11:40;2026-03-28 11:40:00;;;;;;;;;;;;;3.1;2.9;-3.5;62;1007.4;985.3;0;0;0;20000;0;EiMerkS‰‰;66;3.8;3.8;4.5;141;141;7.7;7.7;2130;2130;2820;;;;4;1;4;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;11:50;2026-03-28 11:50:00;;;;;;;;;;;;;3.4;3.6;-3.3;61;1007.3;985.2;0;0;0;20000;0;EiMerkS‰‰;66;3.4;3.4;4;140;140;6.5;6.5;2800;2800;;;;;6;6;0;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;12:00;2026-03-28 12:00:00;;;;;;;;;;;;;3.6;3.2;-3.3;61;1007.2;985;0;0;0;20000;0;EiMerkS‰‰;66;3;3;3.5;138;138;6.8;6.8;980;980;2810;;;;7;1;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;12:10;2026-03-28 12:10:00;;;;;;;;;;;;;3.6;3.1;-3.1;61;1007.1;985;0;0;0;20000;0;EiMerkS‰‰;66;3.4;3.4;4;139;139;6.2;6.2;2750;2750;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;12:20;2026-03-28 12:20:00;;;;;;;;;;;;;3.9;3.1;-2.9;61;1006.9;984.8;0;0;0;20000;0;EiMerkS‰‰;66;3.5;3.5;4.1;147;147;7.9;7.9;960;960;2710;;;;7;1;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;12:30;2026-03-28 12:30:00;;;;;;;;;;;;;4;3.1;-2.5;63;1006.8;984.7;0;0;0;20000;0;EiMerkS‰‰;66;3.7;3.7;4.3;156;156;5.9;5.9;950;950;2630;;;;7;1;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;12:40;2026-03-28 12:40:00;;;;;;;;;;;;;4.1;3.1;-2.4;63;1006.7;984.7;0;0;0;20000;0;EiMerkS‰‰;66;4.8;4.8;5.7;152;152;8.3;8.3;960;960;2550;;;;7;1;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;12:50;2026-03-28 12:50:00;;;;;;;;;;;;;4.1;2.9;-2;65;1006.6;984.5;0;0;0;20000;0;EiMerkS‰‰;66;3.6;3.6;4.3;152;152;6.9;6.9;930;930;2570;;;;7;1;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;13:00;2026-03-28 13:00:00;;;;;;;;;;;;;4.2;2.7;-2;64;1006.5;984.4;0;0;0;20000;0;EiMerkS‰‰;66;4.2;4.2;4.8;155;155;7.8;7.8;930;930;2590;;;;7;1;7;0;0;0;0;2;0;2;2
101932;7501;28.03.2026;13:10;2026-03-28 13:10:00;;;;;;;;;;;;;4.2;2.4;-1.9;64;1006.3;984.3;0;0;0;20000;0;EiMerkS‰‰;66;4.5;4.5;5.2;158;158;9;9;930;930;2460;;;;7;1;7;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;13:20;2026-03-28 13:20:00;;;;;;;;;;;;;4.3;2.7;-1.8;65;1006.2;984.2;0;0;0;20000;0;EiMerkS‰‰;66;3.8;3.8;4.4;159;159;7.1;7.1;2330;2330;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;13:30;2026-03-28 13:30:00;;;;;;;;;;;;;4;1.8;-1.8;66;1006.5;984.4;0;0;0;20000;0;EiMerkS‰‰;66;3.6;3.6;4.2;170;170;6.9;6.9;1020;1020;2280;;;;7;3;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;13:40;2026-03-28 13:40:00;;;;;;;;;;;;;4;1.6;-1.8;66;1006.5;984.4;0;0;0;20000;0;EiMerkS‰‰;66;4;4;4.7;171;171;7.4;7.4;980;980;2260;;;;7;5;7;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;13:50;2026-03-28 13:50:00;;;;;;;;;;;;;3.7;1.5;-1.9;67;1006.5;984.5;0;0;0;20000;0;EiMerkS‰‰;66;5.1;5.1;5.8;182;182;9.9;9.9;960;960;;;;;7;7;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;14:00;2026-03-28 14:00:00;;;;;;;;;;;;;2.7;.9;-1.2;76;1006.8;984.6;0;0;.2;18722;61;HeikVesis;66;6;6;6.8;193;193;11.2;11.2;910;910;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;14:10;2026-03-28 14:10:00;;;;;;;;;;;;;1.9;.7;-.4;85;1006.9;984.6;0;0;.3;19294;61;HeikVesis;66;5.4;5.4;6;197;197;9.5;9.5;820;820;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;14:20;2026-03-28 14:20:00;;;;;;;;;;;;;1.6;.3;-.2;88;1006.9;984.6;0;0;.4;20000;61;HeikVesis;66;5.1;5.1;5.8;192;192;8.5;8.5;810;810;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;14:30;2026-03-28 14:30:00;;;;;;;;;;;;;1.3;.1;0;91;1006.8;984.5;0;0;.2;10874;71;HeikLumis;66;3.9;3.9;4.4;186;186;7.1;7.1;810;810;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;14:40;2026-03-28 14:40:00;;;;;;;;;;;;;1.2;.1;.1;93;1006.7;984.4;0;0;.2;11414;71;HeikLumis;66;2.9;2.9;3.3;177;177;5.7;5.7;930;930;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;14:50;2026-03-28 14:50:00;;;;;;;;;;;;;1.1;.1;.1;93;1006.7;984.3;0;0;.3;7350;71;HeikLumis;66;2.8;2.8;3.3;169;169;5;5;480;480;;;;;8;8;0;0;0;0;0;0;0;0;0
101932;7501;28.03.2026;15:00;2026-03-28 15:00:00;;;;;;;;;;;;;1;0;.2;94;1006.5;984.2;1.8;.3;.3;6337;71;HeikLumis;66;2.9;2.9;3.3;156;156;4.7;4.7;300;300;;;;;8;8;0;0;0;0;0;2;0;2;0
101932;7501;28.03.2026;15:10;2026-03-28 15:10:00;;;;;;;;;;;;;1.1;0;.2;94;1006.3;984;.4;0;.2;6616;71;HeikLumis;66;3;3;3.5;157;157;5.4;5.4;270;270;;;;;8;8;0;0;0;0;0;0;0;0;0
